Name,Tenant domain,Container,Source,Group email,Created time,Last activity date,Description,Group type,Viva Engage connection,Hide from address list,Aliases,Team status,Synced from on-premises,Security enabled,Membership type,Privacy,Roles assignable,Roles,Site URL,Mailbox size (GB),Storage used (GB),Sensitivity label,Allow external senders to email this Group,Owners,Members,First EnPower registration time,Group ID,Registered,Primary contact,Secondary contact,Membership assignment method,Claim status,Contact election profile,Renewal profile,Phase,Phase assignee,Renewal start time,Renewal due date,Next renewal date,Last renewal time,Last renewed by,B-Department,Please Select a Site Type to Start the Site Creation Request,B-Library Short Name,B-Library name,Department,Allow External Sharing-choice,EDRMS Site Type,Please select: Lock Site / Unlock Site,Library Short Name,Library name,Please Select a Library Type to Start the Library Creation Request,Procurement library,Allow External Sharing,RefinableString00,Department22,Site Short Name,DRM Department,Business Need,Desired Outcomes,Key Risks and Considerations,Content Category,Site URL,Remarks,Records Manager,Project Owner,External Sharing Allowed?,Choose Project Site Template,Choose Site Template,Please provide business reasons for having site site.,Segment,Division,Region,Manager,Purpose of Use,Request Reason,External Company Name,GALines,Archiver,Delete Site,D- Change list setting
prj_Team Site-731064,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731064@7rkd12.onmicrosoft.com,8/4/2026 4:29:08 PM,8/4/2026,prj_Team Site-731064,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731064,0.00,0.00,None,Off,1,1,8/4/2026 6:27:28 PM,61e6c292-e433-49bb-8ee9-0863da841490,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731065,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731065@7rkd12.onmicrosoft.com,8/5/2026 2:09:37 PM,8/5/2026,prj_Team Site-731065,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731065,0.00,0.00,None,Off,1,1,8/5/2026 4:26:56 PM,fd0794c4-2589-4eb7-ac1b-5978d4022687,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731066,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731066@7rkd12.onmicrosoft.com,8/4/2026 4:27:19 PM,8/4/2026,prj_Team Site-731066,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731066,0.00,0.00,None,Off,1,1,8/4/2026 6:26:25 PM,75ddb6de-42aa-4364-bdbe-e3e6dde174a2,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731067,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731067@7rkd12.onmicrosoft.com,8/4/2026 4:26:16 PM,8/4/2026,prj_Team Site-731067,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731067,0.00,0.00,None,Off,1,1,8/4/2026 6:25:42 PM,65a23f66-b024-4da9-9366-97f102273d8a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731068,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731068@7rkd12.onmicrosoft.com,8/4/2026 4:26:49 PM,8/4/2026,prj_Team Site-731068,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731068,0.00,0.00,None,Off,1,1,8/4/2026 6:26:01 PM,60d0fe0c-1a6a-4290-b068-daaf538193ac,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731069,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731069@7rkd12.onmicrosoft.com,8/4/2026 4:25:39 PM,8/4/2026,prj_Team Site-731069,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731069,0.00,0.00,None,Off,1,1,8/4/2026 6:25:19 PM,61df17d2-1370-4b55-853a-3a6d4a20e4bd,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731070,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731070@7rkd12.onmicrosoft.com,8/5/2026 2:07:55 PM,8/5/2026,prj_Team Site-731070,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731070,0.00,0.00,None,Off,1,1,8/5/2026 4:26:07 PM,8d56c052-7c77-4fe8-9429-8089895e8a65,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731071,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731071@7rkd12.onmicrosoft.com,8/4/2026 4:23:54 PM,8/4/2026,prj_Team Site-731071,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731071,0.00,0.00,None,Off,1,1,8/4/2026 6:25:00 PM,a8804922-6be5-4667-bc0e-8ea44bf56dfa,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731072,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731072@7rkd12.onmicrosoft.com,8/4/2026 4:23:22 PM,8/4/2026,prj_Team Site-731072,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731072,0.00,0.00,None,Off,1,1,8/4/2026 6:24:17 PM,fd6b486c-c36a-40db-a0c6-2bcc33ab8a43,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731073,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731073@7rkd12.onmicrosoft.com,8/4/2026 4:22:52 PM,8/4/2026,prj_Team Site-731073,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731073,0.00,0.00,None,Off,1,1,8/4/2026 6:24:37 PM,441f6a13-5da2-4d28-868a-2f5c99fee9d4,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731074,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731074@7rkd12.onmicrosoft.com,8/4/2026 4:22:24 PM,8/4/2026,prj_Team Site-731074,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731074,0.00,0.00,None,Off,1,1,8/4/2026 6:23:56 PM,9798485b-00a8-44e1-9839-3f635f439374,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731075,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731075@7rkd12.onmicrosoft.com,8/4/2026 4:21:48 PM,8/4/2026,prj_Team Site-731075,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731075,0.00,0.00,None,Off,1,1,8/4/2026 6:23:13 PM,a767a5fd-09bb-409b-87ac-38159eb7333a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731076,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731076@7rkd12.onmicrosoft.com,8/4/2026 4:20:51 PM,8/4/2026,prj_Team Site-731076,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731076,0.00,0.00,None,Off,1,1,8/4/2026 6:21:34 PM,cdbe2477-bbd4-4025-a887-391cf3ce7cac,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731077,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731077@7rkd12.onmicrosoft.com,8/4/2026 4:21:16 PM,8/4/2026,prj_Team Site-731077,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731077,0.00,0.00,None,Off,1,1,8/4/2026 6:23:35 PM,feb45c92-02ec-484a-a3b5-2bf113035009,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731078,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731078@7rkd12.onmicrosoft.com,8/4/2026 4:20:27 PM,8/4/2026,prj_Team Site-731078,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731078,0.00,0.00,None,Off,1,1,8/4/2026 6:21:55 PM,d3e55b0d-8965-4ee6-9a98-90f3446107b1,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731079,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731079@7rkd12.onmicrosoft.com,8/4/2026 4:19:56 PM,8/4/2026,prj_Team Site-731079,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731079,0.00,0.00,None,Off,1,1,8/4/2026 6:21:15 PM,b4072173-3a0a-49af-882f-29d6fb5f46cd,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731080,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731080@7rkd12.onmicrosoft.com,8/5/2026 2:06:16 PM,8/5/2026,prj_Team Site-731080,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731080,0.00,0.00,None,Off,1,1,8/5/2026 4:25:48 PM,359a7493-66e6-4b4f-9d1d-e54c5e1d7d5d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731081,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731081@7rkd12.onmicrosoft.com,8/4/2026 4:18:15 PM,8/4/2026,prj_Team Site-731081,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731081,0.00,0.00,None,Off,1,1,8/4/2026 6:22:17 PM,6e82ecdf-c32e-44ff-b55d-1e8e37efcffc,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731082,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731082@7rkd12.onmicrosoft.com,8/4/2026 4:17:51 PM,8/4/2026,prj_Team Site-731082,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731082,0.00,0.00,None,Off,1,1,8/4/2026 6:22:35 PM,57b5e62e-4356-4564-9ce2-84b0e8835ad6,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731083,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731083@7rkd12.onmicrosoft.com,8/4/2026 4:17:15 PM,8/4/2026,prj_Team Site-731083,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731083,0.00,0.00,None,Off,1,1,8/4/2026 6:22:53 PM,a43591c5-0aae-4aee-9d36-4e8643ca8651,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731084,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731084@7rkd12.onmicrosoft.com,8/5/2026 2:04:34 PM,8/5/2026,prj_Team Site-731084,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731084,0.00,0.00,None,Off,1,1,8/5/2026 4:24:44 PM,03b3ff78-017a-42af-988d-8ad35c570097,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731085,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731085@7rkd12.onmicrosoft.com,8/5/2026 2:02:53 PM,8/5/2026,prj_Team Site-731085,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731085,0.00,0.00,None,Off,1,1,8/5/2026 4:23:43 PM,a49e6291-48c1-41e1-87e1-d8d642165877,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731086,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731086@7rkd12.onmicrosoft.com,8/4/2026 4:14:14 PM,8/4/2026,prj_Team Site-731086,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731086,0.00,0.00,None,Off,1,1,8/4/2026 6:20:55 PM,64eb279c-e54c-4f17-9391-165fccfd2b79,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731087,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731087@7rkd12.onmicrosoft.com,8/5/2026 2:01:11 PM,8/5/2026,prj_Team Site-731087,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731087,0.00,0.00,None,Off,1,1,8/5/2026 4:24:26 PM,648e89a6-4ad7-4dc2-98c5-bf2c52b17883,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731088,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731088@7rkd12.onmicrosoft.com,8/4/2026 4:12:16 PM,8/4/2026,prj_Team Site-731088,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731088,0.00,0.00,None,Off,1,1,8/4/2026 6:20:14 PM,02dc2ad1-bfe4-48e7-8db7-c4d4d9b6f53d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731089,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731089@7rkd12.onmicrosoft.com,8/4/2026 4:11:37 PM,8/4/2026,prj_Team Site-731089,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731089,0.00,0.00,None,Off,1,1,8/4/2026 6:19:52 PM,757ee2b3-c7bb-43ba-9439-5073e4fbd620,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731090,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731090@7rkd12.onmicrosoft.com,8/5/2026 1:59:30 PM,8/5/2026,prj_Team Site-731090,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731090,0.00,0.00,None,Off,1,1,8/5/2026 4:23:22 PM,003b4db7-a74b-4e1e-9276-8b872d7e8320,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731091,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731091@7rkd12.onmicrosoft.com,8/5/2026 1:58:21 PM,8/5/2026,prj_Team Site-731091,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731091,0.00,0.00,None,Off,1,1,8/5/2026 4:22:27 PM,41c23a98-03ac-4c4e-847d-a9d56813c80d,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731092,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731092@7rkd12.onmicrosoft.com,8/4/2026 4:08:36 PM,8/4/2026,prj_Team Site-731092,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731092,0.00,0.00,None,Off,1,1,8/4/2026 6:19:13 PM,0c2bf5c8-6dbb-4060-a57a-12eedc593762,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731093,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731093@7rkd12.onmicrosoft.com,8/4/2026 4:08:00 PM,8/4/2026,prj_Team Site-731093,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731093,0.00,0.00,None,Off,1,1,8/4/2026 6:18:52 PM,8784ebf7-7d5d-49e7-aabb-6064744012d2,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731094,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731094@7rkd12.onmicrosoft.com,8/4/2026 4:07:29 PM,8/4/2026,prj_Team Site-731094,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731094,0.00,0.00,None,Off,1,1,8/4/2026 6:18:10 PM,9174a35c-728e-4540-964b-ece47205aade,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731095,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731095@7rkd12.onmicrosoft.com,8/4/2026 4:07:02 PM,8/4/2026,prj_Team Site-731095,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731095,0.00,0.00,None,Off,1,1,8/4/2026 6:18:33 PM,046ec1d7-9ed4-44e4-8715-5930ce3eea47,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731096,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731096@7rkd12.onmicrosoft.com,8/4/2026 4:06:34 PM,8/4/2026,prj_Team Site-731096,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731096,0.00,0.00,None,Off,1,1,8/4/2026 6:17:51 PM,5058b601-e230-4864-89da-ae8f2b0d73ca,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731097,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731097@7rkd12.onmicrosoft.com,8/4/2026 4:06:06 PM,8/4/2026,prj_Team Site-731097,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731097,0.00,0.00,None,Off,1,1,8/4/2026 6:17:31 PM,14a8632a-c317-4d84-a5cc-4e549d1da159,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731098,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731098@7rkd12.onmicrosoft.com,8/4/2026 4:05:32 PM,8/4/2026,prj_Team Site-731098,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731098,0.00,0.00,None,Off,1,1,8/4/2026 6:16:22 PM,1eb3a7fd-e20e-4d1f-9461-ade781916ac1,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
